skill,count
hard drives,1
netmask,1
drivers license,1
percona,1
red data audit,1
handyman,1
nvq 2 electrical,1
17th edition 7671,1
2392 testing and inspection,1
us market data,1
international market data,1
blue yonder's forecasting and replenishment,1
supply chain technology configuration,1
advanced database systems,1
analytics and strategy consulting,1
largescale transformation,1
deliver at epic scale,1
curious learners,1
give back to others,1
diversity equity inclusion & equal employment opportunity,1
mean/mern,1
sysmex hematology,1
sysmex chemistry,1
sysmex urinalysis,1
stago coagulation,1
vista laboratory information system (lis),1
nationallyrecognized medical technologist certification,1
software and firmware maintenance,1
oracle database servers maintenance,1
exadata storage servers maintenance,1
infiniband switches maintenance,1
exadata monitoring integration,1
data structure manipulation,1
asm and rac architecture,1
zfs and oda,1
oracle asr,1
ansible automation,1
exadata support certification,1
client relationship skills,1
relocation and willingness to travel,1
enterprise privacy,1
programming knowledge,1
bachelors in computer science,1
3+ years of engineering experience,1
table design,1
maternity support,1
adoption assistance benefits,1
certification reimbursement,1
technical development learning,1
excellence in delivery,1
security and compliance architecture,1
ea,1
existing and emerging technologies,1
repository,1
data management book of knowledge (dmbok),1
agile safe teams,1
hackolade,1
systems and data,1
veterans affairs (va),1
supplychain management,1
information requirements,1
diverse databases,1
txt,1
cardinality,1
levels of granularity,1
tool optimization,1
data management association (dama),1
industrydriven,1
open standards,1
enterprisewide,1
data management program,1
erwin edge,1
strong written and verbal communication,1
5+ years of experience in data management and data architecture,1
8+ years of experience in database related development,1
investment models,1
communication and problem resolution,1
it certifications,1
4+ years' experience in web development,1
4+ years' experience in visual studio (vb or c#),1
programming method experience,1
tableau studio,1
app dynamics,1
system development using lean agile,1
data cleansing schemes,1
information systems design principles,1
new systems design techniques,1
policies standards procedures and techniques used for data application development,1
problem solving and analytical analysis on complex issues,1
willingness to train/educate others,1
extensible data acquisition,1
data profiling and analysis,1
cloudbased databases,1
pseudo code,1
logic diagrams,1
structured and unstructured data sources,1
clinical work experience,1
safety and hazard management,1
managed service providers,1
saas services,1
itil service management framework,1
technical field support,1
data storage hardware,1
optical transceiver,1
lpi1,1
data center facilities management tools,1
cooling management,1
database architecture/design/development,1
stored procedures/schemas,1
dashboards/trackers/reports,1
multiple task management,1
cloud dataproc,1
ai platform training,1
ai platform prediction,1
ead,1
data center solutions architect,1
sales and technical skills,1
storage platforms,1
customer consulting abilities,1
driving presales activities,1
understanding internal needs and concerns,1
building and maintaining client relationships,1
communicating company solutions,1
assisting sales team,1
presentation and documentation skills,1
disseminating information,1
project leadership and management,1
lifecycle creation and management,1
technical team support,1
proposal processes,1
articulating company value,1
researching and updating technology solutions,1
netapp cohesity nutanix pure,1
dell hpe intel supermicro,1
intel/amd processor generations,1
compute storage platforms,1
proof of concept capabilities,1
backup virtualization technologies,1
san/nas,1
program building,1
netapp dell hpe certifications,1
salary commensurate with experience and expertise,1
performance bonuses,1
paid medical dental and vision,1
strong company culture,1
flexible pto policy,1
annual company overnight retreat,1
data science tools and frameworks,1
datarelated solutions,1
data handling methods,1
sar (suspicious activity reporting),1
customer due diligence (cdd),1
highrisk customer (hrc),1
data gathering and interpretation,1
microstrategy/cognos,1
type 30 wpm accurately,1
strong pc and microsoft office skills,1
fcrm software,1
cams cgss cafp certifications,1
conflicts of interest,1
statistical segmentation,1
predictive financial modeling,1
statistical analysis of new data and products,1
credit bureau and alternative credit data,1
ownership aptitude,1
intermediate or higher proficiency in sas or other statistical/analytical programming languages,1
superior computer skills in excel word powerpoint,1
superior communication (spoken and written) organization and presentation skills,1
superior time management skills and awareness of project management methods,1
3+ years of quantitative analytic modeling experience credit risk management or comparable process management experience,1
graduate degree in a quantitative discipline,1
financial crime operations,1
transaction monitoring alerts,1
customer and payment screening alerts,1
regulatory report exception handling (ttrs & iftis),1
financial crime assessment,1
due diligence evidence,1
threshold transaction reporting,1
international funds transfer instruction reporting,1
internal processes,1
regulatory reporting slas,1
spirited,1
optimistic,1
lionhearted,1
financial crime analysis,1
financial crime risk typologies,1
indicators,1
riskbased decisionmaking skills,1
eye for detail,1
terrorism financing,1
banking codes of practice,1
privacy act,1
netreveal (nrod),1
temenos,1
accounting payable,1
accounting receivable,1
unpaid leave,1
data integrity control,1
cross functional communication,1
tactical execution,1
budget/forecasting,1
risk management experience,1
fraud/financial crimes experience,1
corporate investigations experience,1
continuous improvement experience,1
supporting documentation,1
continuing activity reviews (cars),1
bank case management system,1
fieldbased cloud,1
data & digital solutions opportunity pursuits,1
development of new customers,1
cloud application modernization,1
ai & data science,1
sales personnel,1
strategic alliances,1
sales coaching,1
health research methodology,1
4+ years of professional experience in data analysis.,1
experience with relational databases and structures.,1
strong problem solving and reasoning skills.,1
experience with statistical software packages (e.g. r sas spss).,1
ability to collaborate with a broad range of stakeholders.,1
excellent interpersonal and teamwork skills.,1
ability to prioritize and manage multiple projects.,1
ability to operate general office equipment.,1
english language (b2 level min),1
manual writing,1
mathematical instructions,1
diagrammatic instructions,1
csr projects,1
sustainability projects,1
san management,1
hyper converged infrastructure (e.g. nutanix cisco ucs),1
technical tasks list,1
operations tasks list,1
coordinating schedules,1
legacy hardware infrastructure platforms,1
infrastructure breakfix activities,1
spare replacement,1
bachelor's degree (engineering technology science),1
powerbi dashboard development,1
d365 finance and operations data,1
systems and data architecture,1
peripheral equipment,1
transmission processing,1
controlled changes,1
error messages,1
system malfunctions,1
cloud risk,1
customs compliance,1
customs import entries,1
entry writer,1
7501 form,1
invoice information,1
panasonic systems,1
entry packets,1
outside counsel's website,1
weekly output,1
staffing services,1
techsavvy,1
associate's degree (a. a.),1
equivalent combination of education and experience,1
previous relevant experience and/or training,1
fluent in excellent written and spoken english,1
proficient in reading and interpreting customer requests catalogs and documents,1
skilled in writing routine reports emails and memos,1
capable of effective verbal communication with customers and colleagues,1
